module	Compound	kME_module
blue	Slc44a4	0.89
blue	Slc5a10	0.89
blue	Trim17	0.89
blue	Plcd3	0.89
blue	Bdkrb2	0.89
blue	Col1a1	0.89
blue	Def6	0.89
blue	Nt5c1a	0.89
blue	Izumo2	0.89
blue	Sytl1	0.89
blue	Rhbdf1	0.89
blue	Spaca4	0.89
blue	Grm4	0.89
blue	Notch4	0.89
blue	Dok7	0.89
blue	Mmp25	0.89
blue	Arhgap27	0.89
blue	Tnnt3	0.89
blue	Kcnh3	0.89
blue	Scnn1a	0.89
blue	C4b	0.89
blue	Dlk2	0.89
blue	Lhx5	0.89
blue	Crispld2	0.89
blue	Mical1	0.89
blue	Inf2	0.89
blue	Nup210l	0.89
blue	Npas1	0.89
blue	Galnt16	0.89
blue	Adam11	0.89
blue	Vill	0.89
blue	Phox2a	0.89
blue	Odf3b	0.89
blue	Ctsw	0.89
blue	Espnl	0.89
blue	Caly	0.89
blue	Eln	0.89
blue	Fgd2	0.89
blue	Grin3b	0.89
blue	C4a	0.89
blue	Rims4	0.89
blue	Gna15	0.89
blue	Lyl1	0.89
blue	Hsd17b14	0.89
blue	Mroh6	0.89
blue	1700011A15Rik	0.89
blue	Mdfi	0.89
blue	Prr36	0.89
blue	Oas3	0.88
blue	Fgfr4	0.88
blue	Atp8b5	0.88
blue	Kcnj9	0.88
blue	Cox4i2	0.88
blue	Pygm	0.88
blue	Slc16a8	0.88
blue	Aanat	0.88
blue	Map4k1	0.88
blue	Rhbg	0.88
blue	Col22a1	0.88
blue	Otop3	0.88
blue	Stkld1	0.88
blue	Ak7	0.88
blue	Psca	0.88
blue	Sox13	0.88
blue	Pllp	0.88
blue	Gm12992	0.88
blue	Smok2b	0.88
blue	Disc1	0.88
blue	Sema3f	0.88
blue	L3mbtl1	0.88
blue	Mir466p	0.88
blue	Ldb3	0.88
blue	Ccdc154	0.88
blue	P3h3	0.88
blue	Aim1l	0.88
blue	Arhgap40	0.88
blue	Hk3	0.88
blue	Cyp2w1	0.88
blue	Cmtm7	0.88
blue	Itgb7	0.88
blue	Gstm6	0.88
blue	Pyy	0.88
blue	Scx	0.88
blue	Evc2	0.88
blue	Cnn2	0.88
blue	Dpysl4	0.88
blue	Arhgap22	0.88
blue	Slc22a18	0.88
blue	Dio3	0.88
blue	Cd37	0.88
blue	Tmprss6	0.88
blue	Lactbl1	0.88
blue	Amn	0.88
blue	Cpz	0.88
blue	Plcd1	0.88
blue	Fxyd6	0.88
blue	Ankrd6	0.88
blue	Asic3	0.88
blue	Icam4	0.88
blue	Myh7b	0.88
blue	1700042G07Rik	0.87
blue	Adamtsl4	0.87
blue	Plb1	0.87
blue	Ppp1r32	0.87
blue	Ebf4	0.87
blue	Prr5	0.87
blue	Aebp1	0.87
blue	Robo3	0.87
blue	Serpina1c	0.87
blue	Apom	0.87
blue	Gprin2	0.87
blue	Bsx	0.87
blue	Pgc	0.87
blue	Vil1	0.87
blue	Fmnl1	0.87
blue	Gucy2g	0.87
blue	Dlx2	0.87
blue	Asgr1	0.87
blue	Lamb1	0.87
blue	Flt4	0.87
blue	Dapk2	0.87
blue	Rbp3	0.87
blue	Rab25	0.87
blue	Ppfia4	0.87
blue	Lama5	0.87
blue	Tead3	0.87
blue	Aifm3	0.87
blue	Cnksr1	0.87
blue	4933424G06Rik	0.87
blue	Tbxa2r	0.87
blue	Rasa4	0.87
blue	Cldnd2	0.87
blue	Hnf1b	0.87
blue	Dbh	0.87
blue	Slc6a12	0.87
blue	Cdhr5	0.87
blue	Cygb	0.87
blue	Ttc34	0.87
blue	Tbc1d2	0.87
blue	Pcnxl2	0.87
blue	Sec31b	0.87
blue	Epn3	0.87
blue	Efcab6	0.87
blue	Gm15941	0.87
blue	Hpn	0.87
blue	Carns1	0.87
blue	Shcbp1l	0.87
blue	Piezo1	0.87
blue	Itgae	0.87
blue	Tmem235	0.87
blue	Sh3bp1	0.86
blue	Tfr2	0.86
blue	Doc2a	0.86
blue	Aff3	0.86
blue	Gsg1l	0.86
blue	Ttc25	0.86
blue	Stpg1	0.86
blue	Cpne9	0.86
blue	Abcg4	0.86
blue	Otp	0.86
blue	Ckm	0.86
blue	Nlrx1	0.86
blue	Epha10	0.86
blue	Nckap5l	0.86
blue	Ppfibp2	0.86
blue	Mertk	0.86
blue	Acot6	0.86
blue	Igf2bp2	0.86
blue	Ttc16	0.86
blue	Stap2	0.86
blue	Adamts2	0.86
blue	Tmem217	0.86
blue	Cacna1s	0.86
blue	Sspo	0.86
blue	Ampd3	0.86
blue	Anpep	0.86
blue	Prdm12	0.86
blue	Arhgef33	0.86
blue	Plekha4	0.86
blue	Nadsyn1	0.86
blue	Has1	0.86
blue	Fermt3	0.86
blue	Sema7a	0.86
blue	Cyp4f39	0.86
blue	Lcn12	0.86
blue	Arl5c	0.86
blue	Asmt	0.86
blue	Fn1	0.86
blue	Prima1	0.86
blue	Pla2g2e	0.86
blue	Ltb	0.86
blue	Wdr93	0.86
blue	Chadl	0.86
blue	Capn9	0.86
blue	Myl4	0.86
blue	Ccdc78	0.86
blue	Hyal1	0.86
blue	Plcg2	0.86
blue	Siglec15	0.86
blue	Gareml	0.86
blue	Septin1	0.86
blue	Avp	0.86
blue	Umodl1	0.86
blue	Fam129c	0.86
blue	Tex29	0.86
blue	0610039K10Rik	0.86
blue	Plekhd1	0.86
blue	Nynrin	0.86
blue	Gpr179	0.86
blue	Hoxb6	0.86
blue	Actn3	0.86
blue	Slc6a5	0.86
blue	Slc5a5	0.85
blue	Chrdl2	0.85
blue	Col15a1	0.85
blue	Hrh3	0.85
blue	Gatsl3	0.85
blue	Gipc3	0.85
blue	Pabpc1l	0.85
blue	Stk32c	0.85
blue	Lbx2	0.85
blue	Wscd2	0.85
blue	Grik4	0.85
blue	Dock2	0.85
blue	Grik3	0.85
blue	Cdc42ep5	0.85
blue	Ehbp1l1	0.85
blue	Tex22	0.85
blue	Ankrd9	0.85
blue	Chrng	0.85
blue	Cpne6	0.85
blue	Cfap70	0.85
blue	Mamdc4	0.85
blue	Tgfbi	0.85
blue	Wnt10a	0.85
blue	Cebpe	0.85
blue	Htr6	0.85
blue	Eps8l1	0.85
blue	Foxe3	0.85
blue	Itga2b	0.85
blue	Trpv1	0.85
blue	Acad10	0.85
blue	Pabpn1l	0.85
blue	Tekt4	0.85
blue	Pde6g	0.85
blue	Klhl3	0.85
blue	Adcy8	0.85
blue	Capn8	0.85
blue	Ttll10	0.85
blue	Fendrr	0.85
blue	Slc16a11	0.85
blue	Adamtsl2	0.85
blue	Tgfb1i1	0.85
blue	Pgf	0.85
blue	Ablim2	0.85
blue	Aldh1l1	0.85
blue	Mir7217	0.85
blue	Tnni3	0.85
blue	Ada	0.85
blue	Pla2g2c	0.85
blue	Styxl1	0.85
blue	Ephx2	0.85
blue	Lars2	0.85
blue	Mapkapk3	0.85
blue	Kcnc4	0.85
blue	Card10	0.85
blue	4930413F20Rik	0.85
blue	Casq1	0.85
blue	Gjb4	0.85
blue	Chst5	0.85
blue	Hsd11b2	0.85
blue	Cryba4	0.85
blue	Llgl2	0.85
blue	Qrich2	0.85
blue	Plin3	0.85
blue	Sec14l5	0.85
blue	Sardh	0.85
blue	Epha2	0.85
blue	Fgf18	0.85
blue	5830416P10Rik	0.85
blue	Dmtn	0.85
blue	Grip2	0.85
blue	Rarres1	0.85
blue	Ggn	0.85
blue	Abcb9	0.84
blue	Spem1	0.84
blue	Ppp1r36	0.84
blue	Ptpn5	0.84
blue	Cpxm1	0.84
blue	Abcc3	0.84
blue	Tmem253	0.84
blue	Igdcc4	0.84
blue	4933413G19Rik	0.84
blue	Sbno2	0.84
blue	Tymp	0.84
blue	Snai3	0.84
blue	Tiam2	0.84
blue	Fxyd2	0.84
blue	Nags	0.84
blue	Syk	0.84
blue	1700022H01Rik	0.84
blue	4921525O09Rik	0.84
blue	Adgrd1	0.84
blue	Cdh16	0.84
blue	2900011O08Rik	0.84
blue	Zic2	0.84
blue	Itga7	0.84
blue	Sbk2	0.84
blue	Sec14l2	0.84
blue	Usp43	0.84
blue	Tlx3	0.84
blue	D130020L05Rik	0.84
blue	Sh2d4b	0.84
blue	Zfp652os	0.84
blue	Ehd2	0.84
blue	Ank1	0.84
blue	Sag	0.84
blue	C3	0.84
blue	Mgat5b	0.84
blue	Plekhb1	0.84
blue	Ngef	0.84
blue	Ankrd60	0.84
blue	Dnmt3b	0.84
blue	Cacna2d2	0.84
blue	Fam83e	0.84
blue	Pde6a	0.84
blue	Map3k14	0.84
blue	Hck	0.84
blue	Mmp23	0.84
blue	Ldlrad1	0.84
blue	Mir6546	0.84
blue	Asic2	0.84
blue	Icam5	0.84
blue	Dgkeos	0.84
blue	Cacna2d4	0.84
blue	Sh3bp2	0.84
blue	BC021891	0.84
blue	Tspan18	0.84
blue	Glis1	0.84
blue	Acad12	0.84
blue	Ngf	0.84
blue	Nrp2	0.84
blue	Plxdc1	0.83
blue	2010300C02Rik	0.83
blue	Jph4	0.83
blue	Fxyd3	0.83
blue	1700061G19Rik	0.83
blue	Phldb1	0.83
blue	Fibcd1	0.83
blue	Cracr2b	0.83
blue	Slc37a2	0.83
blue	Trp73	0.83
blue	Lgals1	0.83
blue	Fam129b	0.83
blue	Fscn1	0.83
blue	Fam65b	0.83
blue	Kcnip2	0.83
blue	Ncf2	0.83
blue	Omp	0.83
blue	Asap3	0.83
blue	Pkd2l1	0.83
blue	Abcg8	0.83
blue	Fgfrl1	0.83
blue	Ush1c	0.83
blue	Fam132a	0.83
blue	Myo5b	0.83
blue	Lfng	0.83
blue	Gm10789	0.83
blue	Fkbp10	0.83
blue	Kcnj10	0.83
blue	Tmem52	0.83
blue	Pvalb	0.83
blue	Crybb2	0.83
blue	Mir6538	0.83
blue	4930590J08Rik	0.83
blue	Prodh2	0.83
blue	Pik3r5	0.83
blue	Vax2os	0.83
blue	Zic5	0.83
blue	Cym	0.83
blue	Mlph	0.83
blue	A930018P22Rik	0.83
blue	Hkdc1	0.83
blue	Cebpa	0.83
blue	Tagln	0.83
blue	Upk1a	0.83
blue	4930451I11Rik	0.83
blue	Atp6v1c2	0.83
blue	BC048546	0.83
blue	Espn	0.83
blue	Col6a2	0.83
blue	Lat2	0.83
blue	Slc34a1	0.82
blue	Ebi3	0.82
blue	Zfp618	0.82
blue	Zfp385c	0.82
blue	1700065D16Rik	0.82
blue	Ak8	0.82
blue	Cyp26b1	0.82
blue	Cilp2	0.82
blue	Ptk7	0.82
blue	Dok2	0.82
blue	2210416O15Rik	0.82
blue	Tekt1	0.82
blue	Tmem79	0.82
blue	Mir34b	0.82
blue	Barhl1	0.82
blue	Gm9920	0.82
blue	Rinl	0.82
blue	Ccdc106	0.82
blue	Galp	0.82
blue	Mmel1	0.82
blue	Pxdc1	0.82
blue	Rab20	0.82
blue	Napsa	0.82
blue	Hmx3	0.82
blue	Cyp27a1	0.82
blue	Wnt3	0.82
blue	Mir1957a	0.82
blue	Ifnlr1	0.82
blue	Slc25a47	0.82
blue	Crygn	0.82
blue	B3gnt7	0.82
blue	Fbn1	0.82
blue	Lrrk1	0.82
blue	Nlgn3	0.82
blue	Mir122	0.82
blue	Mir3968	0.82
blue	Mia	0.82
blue	Acta1	0.82
blue	Wipf3	0.82
blue	Selenbp1	0.82
blue	Asprv1	0.82
blue	Ntn4	0.82
blue	Col18a1	0.82
blue	1700045H11Rik	0.82
blue	Rin1	0.82
blue	Pkn3	0.82
blue	Adck3	0.82
blue	Abca4	0.82
blue	Acpt	0.82
blue	Tmem116	0.82
blue	Spink4	0.82
blue	Csmd2	0.82
blue	Cfap45	0.82
blue	Dock6	0.82
blue	Gpha2	0.82
blue	Dusp2	0.82
blue	1700008O03Rik	0.82
blue	Hoxa9	0.82
blue	Rasip1	0.82
blue	Ascl5	0.82
blue	Pou2f2	0.82
blue	1700020L24Rik	0.81
blue	Runx3	0.81
blue	Muc1	0.81
blue	Psd2	0.81
blue	Gm7030	0.81
blue	Mir9-1	0.81
blue	Pdxk-ps	0.81
blue	Mir3544	0.81
blue	Twist1	0.81
blue	Tomm20l	0.81
blue	Ppapdc3	0.81
blue	Shank3	0.81
blue	Nrros	0.81
blue	Lag3	0.81
blue	Mmp28	0.81
blue	1700028J19Rik	0.81
blue	Dkkl1	0.81
blue	Prx	0.81
blue	Mical3	0.81
blue	Exoc3l	0.81
blue	4930444P10Rik	0.81
blue	Pitx1	0.81
blue	5033406O09Rik	0.81
blue	Aldh3b1	0.81
blue	Shisa8	0.81
blue	Cercam	0.81
blue	Itgal	0.81
blue	Mir196b	0.81
blue	Slc52a3	0.81
blue	Prdm11	0.81
blue	Dennd1c	0.81
blue	Ccdc183	0.81
blue	Thegl	0.81
blue	AW549542	0.81
blue	Gdf15	0.81
blue	Ano1	0.81
blue	Pde2a	0.81
blue	Scarf1	0.81
blue	Tex14	0.81
blue	Ccdc63	0.81
blue	Mir3470a	0.81
blue	Kndc1	0.81
blue	Ttc21a	0.81
blue	Slc6a11	0.81
blue	Nos1ap	0.81
blue	Zglp1	0.81
blue	Gpr4	0.81
blue	Pald1	0.81
blue	Irf8	0.81
blue	P2rx5	0.81
blue	Pth2	0.81
blue	E130304I02Rik	0.81
blue	Ephb4	0.81
blue	Guca2a	0.81
blue	Kalrn	0.81
blue	Tbx2	0.81
blue	Ggt5	0.81
blue	Slc9a3r2	0.81
blue	Mir126a	0.81
blue	Mfap4	0.81
blue	Fbln2	0.81
blue	Gstm7	0.81
blue	Spata32	0.81
blue	Src	0.81
blue	Gipc2	0.81
blue	Aldoart2	0.81
blue	Pla2g2f	0.81
blue	Ascl2	0.81
blue	Ltc4s	0.81
blue	Slc5a4a	0.81
blue	Gm10863	0.81
blue	Ankrd55	0.81
blue	Hic1	0.81
blue	Mogat2	0.81
blue	Sidt1	0.81
blue	Hmx1	0.81
blue	Smpdl3b	0.81
blue	Fancc	0.80
blue	Sp140	0.80
blue	1700029H14Rik	0.80
blue	Gm15441	0.80
blue	Nccrp1	0.80
blue	Vwa5b1	0.80
blue	Gja4	0.80
blue	Klf1	0.80
blue	Pmel	0.80
blue	Pde4c	0.80
blue	C030013C21Rik	0.80
blue	Foxe1	0.80
blue	Alpl	0.80
blue	Tbkbp1	0.80
blue	Mill2	0.80
blue	Ism2	0.80
blue	Rab11fip5	0.80
blue	Lama1	0.80
blue	Neb	0.80
blue	Cryab	0.80
blue	Slc38a8	0.80
blue	Gm15850	0.80
blue	Mir499	0.80
blue	Loxl3	0.80
blue	Slc29a2	0.80
blue	Ephb3	0.80
blue	Dll3	0.80
blue	Arid3c	0.80
blue	Camk2a	0.80
blue	Gm23363	0.80
blue	Tal1	0.80
blue	Mir8117	0.80
blue	Npm2	0.80
blue	Gpc2	0.80
blue	Sim2	0.80
blue	Plau	0.80
blue	Plin5	0.80
blue	Tmem91	0.80
blue	Gm10069	0.80
blue	Proca1	0.80
blue	Slc38a3	0.80
blue	Adamts4	0.80
blue	Adgra3	0.80
blue	Micall2	0.80
blue	A230103J11Rik	0.80
blue	Speer4cos	0.80
blue	Gpr62	0.80
blue	D630003M21Rik	0.80
blue	Rbfox1	0.80
blue	Obp2b	0.80
blue	H2-Ab1	0.80
blue	Tmod4	0.80
blue	Pkd1l3	0.80
blue	Tor4a	0.80
blue	Lrrc3	0.80
blue	Gm6484	0.80
blue	Col1a2	0.80
blue	Stk10	0.80
blue	Ighmbp2	0.80
blue	Fes	0.80
blue	Foxh1	0.80
blue	Phldb3	0.80
blue	Ptgds	0.80
blue	Hrc	0.80
blue	Acr	0.80
blue	Tmem190	0.80
blue	Ptgs1	0.80
blue	Lrrc23	0.80
blue	Zbtb42	0.80
blue	Maats1	0.80
blue	Hcls1	0.80
blue	Cartpt	0.79
blue	Tex35	0.79
blue	Acsbg1	0.79
blue	Ern2	0.79
blue	Cldn9	0.79
blue	Tbc1d10c	0.79
blue	Car7	0.79
blue	Gas6	0.79
blue	Plxnd1	0.79
blue	Oas2	0.79
blue	Apobr	0.79
blue	Prss8	0.79
blue	Cacna1f	0.79
blue	Asb16	0.79
blue	Gpsm3	0.79
blue	Mycbpap	0.79
blue	Hdac7	0.79
blue	Bvht	0.79
blue	Enpp3	0.79
blue	Mir210	0.79
blue	Aloxe3	0.79
blue	Ptprcap	0.79
blue	Bglap3	0.79
blue	B3gnt8	0.79
blue	Gng13	0.79
blue	Ltk	0.79
blue	Mfsd2a	0.79
blue	Megf11	0.79
blue	Lin28a	0.79
blue	Fam189a2	0.79
blue	Lrsam1	0.79
blue	Entpd2	0.79
blue	Scnn1g	0.79
blue	4930432K21Rik	0.79
blue	Gabrd	0.79
blue	Oprd1	0.79
blue	Foxd1	0.79
blue	Col25a1	0.79
blue	Aspdh	0.79
blue	Rasgef1c	0.79
blue	Igsf21	0.79
blue	Snai1	0.79
blue	Mir346	0.79
blue	Lrguk	0.79
blue	D930020B18Rik	0.79
blue	Skor1	0.79
blue	Zfp783	0.79
blue	Creb3l4	0.79
blue	Lbp	0.79
blue	Ajap1	0.79
blue	Rnf144a	0.79
blue	Alox8	0.79
blue	Il3ra	0.79
blue	Ntf5	0.79
blue	Gjd3	0.79
blue	Pear1	0.79
blue	R3hdml	0.79
blue	Kazn	0.79
blue	Slc10a4	0.79
blue	Amz1	0.79
blue	Pigr	0.79
blue	Cd3g	0.79
blue	Stra6	0.79
blue	Fzd2	0.79
blue	Dock8	0.79
blue	Zfp536	0.79
blue	Nlrc5	0.79
blue	4931408D14Rik	0.79
blue	Sfrp5	0.79
blue	Isl2	0.79
blue	Iffo2	0.79
blue	Itgb3	0.79
blue	Mir365-2	0.79
blue	Pram1	0.79
blue	Dll4	0.79
blue	Ntn3	0.79
blue	Erbb2	0.79
blue	Itpripl2	0.79
blue	Kcnj14	0.79
blue	Snx22	0.79
blue	Crip3	0.79
blue	Epor	0.78
blue	Tlcd2	0.78
blue	Aox1	0.78
blue	D930028M14Rik	0.78
blue	Notch2	0.78
blue	Cdh23	0.78
blue	Pnpla7	0.78
blue	Insm2	0.78
blue	Cdh3	0.78
blue	Cacna2d3	0.78
blue	Cdkl4	0.78
blue	Pyroxd2	0.78
blue	4933430I17Rik	0.78
blue	Tnfrsf13c	0.78
blue	A330009N23Rik	0.78
blue	Ttll13	0.78
blue	Colec11	0.78
blue	Zfp36l1	0.78
blue	Prr29	0.78
blue	Ssc5d	0.78
blue	Tubb1	0.78
blue	1700019L03Rik	0.78
blue	Nyap1	0.78
blue	Plekhg4	0.78
blue	Mmp14	0.78
blue	1700054A03Rik	0.78
blue	Mir219a-2	0.78
blue	Ppapdc1a	0.78
blue	5730559C18Rik	0.78
blue	Islr2	0.78
blue	Ephb2	0.78
blue	Kcnk12	0.78
blue	Gpr25	0.78
blue	A530013C23Rik	0.78
blue	Dcdc2b	0.78
blue	Tmprss7	0.78
blue	Ccdc113	0.78
blue	Rfx2	0.78
blue	Mocos	0.78
blue	Slc1a1	0.78
blue	Arhgef4	0.78
blue	1700001O22Rik	0.78
blue	Tnk1	0.78
blue	Nat8l	0.78
blue	Clrn2	0.78
blue	Ptger1	0.78
blue	Sall1	0.78
blue	Mgll	0.78
blue	4931440F15Rik	0.78
blue	Nrg4	0.78
blue	Gramd2	0.78
blue	N4bp3	0.78
blue	Edn2	0.78
blue	Gm10814	0.78
blue	Msantd1	0.78
blue	Hsd17b1	0.78
blue	Mfsd4	0.78
blue	Xkr6	0.78
blue	Rftn1	0.78
blue	Gata6	0.78
blue	Onecut3	0.78
blue	Syne3	0.77
blue	Grrp1	0.77
blue	2200002D01Rik	0.77
blue	A930001C03Rik	0.77
blue	P4ha3	0.77
blue	Inhbb	0.77
blue	Mir1901	0.77
blue	Itpr2	0.77
blue	Nrg1	0.77
blue	Rnf122	0.77
blue	Rac3	0.77
blue	Gm13238	0.77
blue	Plekhg2	0.77
blue	P2rx1	0.77
blue	Slc7a7	0.77
blue	BC100451	0.77
blue	Tcf7	0.77
blue	Cela1	0.77
blue	Gm16576	0.77
blue	Ttll9	0.77
blue	Gdpd5	0.77
blue	Clcn1	0.77
blue	Garnl3	0.77
blue	St6galnac2	0.77
blue	Atcayos	0.77
blue	Matk	0.77
blue	Cct6b	0.77
blue	Muc4	0.77
blue	Lrwd1	0.77
blue	Gstp2	0.77
blue	Tmem139	0.77
blue	Dnmbp	0.77
blue	Apoa1	0.77
blue	1700028I16Rik	0.77
blue	Cntn4	0.77
blue	Rasl12	0.77
blue	Zmynd10	0.77
blue	4932418E24Rik	0.77
blue	Adam8	0.77
blue	Cited1	0.77
blue	Ttc38	0.77
blue	Gm15408	0.77
blue	Krt25	0.77
blue	1700001J03Rik	0.77
blue	H2-Bl	0.77
blue	Ptpn18	0.77
blue	Tmco4	0.77
blue	Oas1d	0.77
blue	Fzd9	0.77
blue	Arhgap31	0.77
blue	Mir96	0.77
blue	BC049762	0.77
blue	Slc23a3	0.77
blue	Iqck	0.77
blue	Astn2	0.77
blue	Mfsd2b	0.77
blue	4933405L10Rik	0.77
blue	Sema4a	0.77
blue	Mir497b	0.77
blue	Gm266	0.77
blue	Vsig2	0.77
blue	Wfikkn1	0.77
blue	Slc26a8	0.77
blue	Tbr1	0.77
blue	Trip10	0.77
blue	Kirrel2	0.77
blue	Npl	0.77
blue	5031414D18Rik	0.77
blue	Cdk3-ps	0.77
blue	1700120C14Rik	0.77
blue	Abhd12b	0.77
blue	Rfx4	0.77
blue	Fam78a	0.77
blue	4930451G09Rik	0.77
blue	Xrra1	0.77
blue	Klc4	0.76
blue	Gm5741	0.76
blue	Onecut1	0.76
blue	Fgf22	0.76
blue	Sync	0.76
blue	Epha8	0.76
blue	Cacna1g	0.76
blue	Fank1	0.76
blue	Nek10	0.76
blue	Pld6	0.76
blue	Tgm3	0.76
blue	Ppp1r13l	0.76
blue	Cd22	0.76
blue	Hsf5	0.76
blue	Rasgrp2	0.76
blue	Cables1	0.76
blue	Grhl3	0.76
blue	Aipl1	0.76
blue	S1pr2	0.76
blue	Cpne5	0.76
blue	Lgr5	0.76
blue	Ankmy1	0.76
blue	Enpp1	0.76
blue	E030030I06Rik	0.76
blue	Pacsin3	0.76
blue	Tac1	0.76
blue	Speg	0.76
blue	Ablim1	0.76
blue	Mir5098	0.76
blue	Sh2d5	0.76
blue	Rin2	0.76
blue	Tex101	0.76
blue	Slc38a1	0.76
blue	Adgrg3	0.76
blue	Ghsr	0.76
blue	Otog	0.76
blue	Arhgef37	0.76
blue	Tmem88b	0.76
blue	Chst15	0.76
blue	Nsg2	0.76
blue	Shd	0.76
blue	Larp6	0.76
blue	6430531B16Rik	0.76
blue	Abcd4	0.76
blue	Nav3	0.76
blue	Prdm6	0.76
blue	Lrrc36	0.76
blue	Klhl35	0.76
blue	Pthlh	0.76
blue	Mylk	0.76
blue	Ikzf4	0.76
blue	Tmem30b	0.76
blue	Snx29	0.76
blue	Hvcn1	0.76
blue	Dnah9	0.76
blue	Fam229a	0.76
blue	Fam53b	0.76
blue	Casc1	0.76
blue	Mpz	0.76
blue	1700003F12Rik	0.76
blue	Tat	0.76
blue	Tmprss2	0.76
blue	4930415O20Rik	0.75
blue	Spire2	0.75
blue	Rbp1	0.75
blue	Chd5	0.75
blue	Eps8l2	0.75
blue	Glyctk	0.75
blue	Rims1	0.75
blue	Zmynd12	0.75
blue	Atad3aos	0.75
blue	Cabp7	0.75
blue	BC055111	0.75
blue	Tlr12	0.75
blue	Igsf3	0.75
blue	Prkd2	0.75
blue	Dnaic1	0.75
blue	1700092K14Rik	0.75
blue	Relt	0.75
blue	Pik3c2b	0.75
blue	Pak6	0.75
blue	Ghrl	0.75
blue	Cst6	0.75
blue	Nfatc2	0.75
blue	Adgrb2	0.75
blue	Slc5a1	0.75
blue	Mpp4	0.75
blue	1810019D21Rik	0.75
blue	Hipk4	0.75
blue	Mir203	0.75
blue	Pik3cd	0.75
blue	4930507D05Rik	0.75
blue	4933417D19Rik	0.75
blue	Fam109a	0.75
blue	9030624G23Rik	0.75
blue	Sema6c	0.75
blue	Ace	0.75
blue	Nrg2	0.75
blue	Msx2	0.75
blue	Kcnq4	0.75
blue	Soat2	0.75
blue	Chrd	0.75
blue	Kiss1r	0.75
blue	Tmem88	0.75
blue	Rab42	0.75
blue	Adamtsl5	0.75
blue	Tmie	0.75
blue	Dand5	0.75
blue	Myom1	0.75
blue	Stk36	0.75
blue	Efhb	0.75
blue	Elmod1	0.75
blue	Gm16845	0.75
blue	Gabrr2	0.75
blue	Prdm1	0.75
blue	Mir466n	0.75
blue	Cd79a	0.75
blue	Thbs1	0.75
blue	Dmc1	0.75
blue	Ooep	0.75
blue	Crabp1	0.75
blue	Gfpt2	0.75
blue	AI118078	0.75
blue	Dgki	0.75
blue	Gm9767	0.75
blue	Kcnj4	0.75
blue	Miox	0.75
blue	Dyrk4	0.75
blue	Fam196a	0.74
blue	4930592I03Rik	0.74
blue	Gnmt	0.74
blue	Zfp423	0.74
blue	Mxra8	0.74
blue	Ptges	0.74
blue	Fdxr	0.74
blue	Hoxa10	0.74
blue	Icam2	0.74
blue	Hpcal4	0.74
blue	Tspyl3	0.74
blue	Tcf15	0.74
blue	Ankef1	0.74
blue	Gm15816	0.74
blue	Tmem240	0.74
blue	Dock3	0.74
blue	Wdr91	0.74
blue	Mvk	0.74
blue	Gnat1	0.74
blue	Zfp647	0.74
blue	Tln2	0.74
blue	Mybl2	0.74
blue	Eno4	0.74
blue	Fam131c	0.74
blue	Mkl1	0.74
blue	Alpk1	0.74
blue	LOC432842	0.74
blue	Lat	0.74
blue	Kif1c	0.74
blue	Kcnc1	0.74
blue	Kcnq5	0.74
blue	Fgf21	0.74
blue	Kcnh7	0.74
blue	Csdc2	0.74
blue	LOC100049077	0.74
blue	Naaladl1	0.74
blue	Zfp641	0.74
blue	Adamts9	0.74
blue	Cldn15	0.74
blue	2900041M22Rik	0.74
blue	2400006E01Rik	0.74
blue	Gm13003	0.74
blue	Aars2	0.74
blue	Rprm	0.74
blue	Fchsd1	0.74
blue	BC030867	0.74
blue	Ctsk	0.74
blue	Pde8b	0.74
blue	Poln	0.74
blue	4930465K10Rik	0.74
blue	Tub	0.74
blue	Dbndd2	0.74
blue	Wtip	0.74
blue	Atg9b	0.74
blue	Csad	0.74
blue	Fam43b	0.74
blue	Marveld3	0.74
blue	Mlana	0.74
blue	Cdcp1	0.74
blue	Sphk1	0.74
blue	Nrxn3	0.74
blue	AI463170	0.74
blue	Gng8	0.73
blue	Stag3	0.73
blue	Kirrel	0.73
blue	Htra1	0.73
blue	Il17c	0.73
blue	Mn1	0.73
blue	Nuggc	0.73
blue	Psors1c2	0.73
blue	Tmem119	0.73
blue	Tyro3	0.73
blue	Itga9	0.73
blue	Lrp1	0.73
blue	Azin2	0.73
blue	Tmem74b	0.73
blue	Kank3	0.73
blue	Jak3	0.73
blue	4931440P22Rik	0.73
blue	Mir615	0.73
blue	H2-Q1	0.73
blue	Mir5112	0.73
blue	Rasl10a	0.73
blue	Fam71f2	0.73
blue	Irak4	0.73
blue	Setd4	0.73
blue	Adssl1	0.73
blue	Prr22	0.73
blue	Mir3081	0.73
blue	Spink2	0.73
blue	Artn	0.73
blue	Prok1	0.73
blue	Wdr38	0.73
blue	Wnt6	0.73
blue	Dab1	0.73
blue	Mir9-3	0.73
blue	Dmrta2	0.73
blue	1700039E22Rik	0.73
blue	Pfkfb4	0.73
blue	Rrad	0.73
blue	Tfeb	0.73
blue	6430550D23Rik	0.73
blue	1700034H15Rik	0.73
blue	Plek2	0.73
blue	Ptpn14	0.73
blue	Spag4	0.73
blue	Serpinf1	0.73
blue	Pnpla3	0.73
blue	Zfp296	0.73
blue	Anxa9	0.73
blue	Top1mt	0.73
blue	Slc4a11	0.73
blue	Ppp1r18	0.73
blue	Arvcf	0.73
blue	1700112E06Rik	0.73
